action,projectSlug,unitNo,layoutCode,towerNumber,phaseName,floor,stack,displaySequence,builtUpSqft,landAreaSqft,dimensionText,facing,positionType,carparkCount,carparkLotNo,carparkType,lotTypeCode,bookingStatusCode,basePrice,finalPrice
create,paragon-signature-suite,A-14-01,TYPE_A,TOWER-1,,14,01,67,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-02,TYPE_A,TOWER-1,,14,02,68,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-03,TYPE_A,TOWER-1,,14,03,69,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-05,TYPE_A,TOWER-1,,14,05,70,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-06,TYPE_B,TOWER-1,,14,06,71,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-07,TYPE_B,TOWER-1,,14,07,72,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-08,TYPE_A,TOWER-1,,14,08,73,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-09,TYPE_A,TOWER-1,,14,09,74,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-10,TYPE_A,TOWER-1,,14,10,75,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-11,TYPE_A,TOWER-1,,14,11,76,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-12,TYPE_A,TOWER-1,,14,12,77,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-13,TYPE_A,TOWER-1,,14,13,78,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-15,TYPE_A,TOWER-1,,14,15,79,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-16,TYPE_A,TOWER-1,,14,16,80,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-17,TYPE_A,TOWER-1,,14,17,81,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-18,TYPE_A,TOWER-1,,14,18,82,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-19,TYPE_B,TOWER-1,,14,19,83,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-20,TYPE_B,TOWER-1,,14,20,84,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-21,TYPE_A,TOWER-1,,14,21,85,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-22,TYPE_A,TOWER-1,,14,22,86,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-23,TYPE_A,TOWER-1,,14,23,87,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-14-25,TYPE_A,TOWER-1,,14,25,88,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-01,TYPE_A,TOWER-1,,15,01,89,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-02,TYPE_A,TOWER-1,,15,02,90,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-03,TYPE_A,TOWER-1,,15,03,91,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-05,TYPE_A,TOWER-1,,15,05,92,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-06,TYPE_B,TOWER-1,,15,06,93,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-07,TYPE_B,TOWER-1,,15,07,94,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-08,TYPE_A,TOWER-1,,15,08,95,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-09,TYPE_A,TOWER-1,,15,09,96,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-10,TYPE_A,TOWER-1,,15,10,97,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-11,TYPE_A,TOWER-1,,15,11,98,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-12,TYPE_A,TOWER-1,,15,12,99,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-13,TYPE_A,TOWER-1,,15,13,100,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-15,TYPE_A,TOWER-1,,15,15,101,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-16,TYPE_A,TOWER-1,,15,16,102,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-17,TYPE_A,TOWER-1,,15,17,103,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-18,TYPE_A,TOWER-1,,15,18,104,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-19,TYPE_B,TOWER-1,,15,19,105,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-20,TYPE_B,TOWER-1,,15,20,106,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-21,TYPE_A,TOWER-1,,15,21,107,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-22,TYPE_A,TOWER-1,,15,22,108,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-23,TYPE_A,TOWER-1,,15,23,109,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-15-25,TYPE_A,TOWER-1,,15,25,110,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-01,TYPE_A,TOWER-1,,16,01,111,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-02,TYPE_A,TOWER-1,,16,02,112,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-03,TYPE_A,TOWER-1,,16,03,113,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-05,TYPE_A,TOWER-1,,16,05,114,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-06,TYPE_B,TOWER-1,,16,06,115,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-07,TYPE_B,TOWER-1,,16,07,116,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-08,TYPE_A,TOWER-1,,16,08,117,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-09,TYPE_A,TOWER-1,,16,09,118,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-10,TYPE_A,TOWER-1,,16,10,119,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-11,TYPE_A,TOWER-1,,16,11,120,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-12,TYPE_A,TOWER-1,,16,12,121,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-13,TYPE_A,TOWER-1,,16,13,122,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-15,TYPE_A,TOWER-1,,16,15,123,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-16,TYPE_A,TOWER-1,,16,16,124,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-17,TYPE_A,TOWER-1,,16,17,125,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-18,TYPE_A,TOWER-1,,16,18,126,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-19,TYPE_B,TOWER-1,,16,19,127,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-20,TYPE_B,TOWER-1,,16,20,128,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-21,TYPE_A,TOWER-1,,16,21,129,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-22,TYPE_A,TOWER-1,,16,22,130,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-23,TYPE_A,TOWER-1,,16,23,131,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-16-25,TYPE_A,TOWER-1,,16,25,132,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-01,TYPE_A,TOWER-1,,17,01,133,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-02,TYPE_A,TOWER-1,,17,02,134,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-03,TYPE_A,TOWER-1,,17,03,135,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-05,TYPE_A,TOWER-1,,17,05,136,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-06,TYPE_B,TOWER-1,,17,06,137,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-07,TYPE_B,TOWER-1,,17,07,138,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-08,TYPE_A,TOWER-1,,17,08,139,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-09,TYPE_A,TOWER-1,,17,09,140,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-10,TYPE_A,TOWER-1,,17,10,141,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-11,TYPE_A,TOWER-1,,17,11,142,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-12,TYPE_A,TOWER-1,,17,12,143,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-13,TYPE_A,TOWER-1,,17,13,144,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-15,TYPE_A,TOWER-1,,17,15,145,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-16,TYPE_A,TOWER-1,,17,16,146,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-17,TYPE_A,TOWER-1,,17,17,147,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-18,TYPE_A,TOWER-1,,17,18,148,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-19,TYPE_B,TOWER-1,,17,19,149,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-20,TYPE_B,TOWER-1,,17,20,150,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-21,TYPE_A,TOWER-1,,17,21,151,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-22,TYPE_A,TOWER-1,,17,22,152,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-23,TYPE_A,TOWER-1,,17,23,153,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-17-25,TYPE_A,TOWER-1,,17,25,154,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-01,TYPE_A,TOWER-1,,18,01,155,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-02,TYPE_A,TOWER-1,,18,02,156,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-03,TYPE_A,TOWER-1,,18,03,157,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-05,TYPE_A,TOWER-1,,18,05,158,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-06,TYPE_B,TOWER-1,,18,06,159,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-07,TYPE_B,TOWER-1,,18,07,160,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-08,TYPE_A,TOWER-1,,18,08,161,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-09,TYPE_A,TOWER-1,,18,09,162,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-10,TYPE_A,TOWER-1,,18,10,163,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-11,TYPE_A,TOWER-1,,18,11,164,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-12,TYPE_A,TOWER-1,,18,12,165,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-13,TYPE_A,TOWER-1,,18,13,166,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-15,TYPE_A,TOWER-1,,18,15,167,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-16,TYPE_A,TOWER-1,,18,16,168,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-17,TYPE_A,TOWER-1,,18,17,169,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-18,TYPE_A,TOWER-1,,18,18,170,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-19,TYPE_B,TOWER-1,,18,19,171,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-20,TYPE_B,TOWER-1,,18,20,172,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-21,TYPE_A,TOWER-1,,18,21,173,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-22,TYPE_A,TOWER-1,,18,22,174,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-23,TYPE_A,TOWER-1,,18,23,175,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-18-25,TYPE_A,TOWER-1,,18,25,176,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-01,TYPE_A,TOWER-1,,19,01,177,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-02,TYPE_A,TOWER-1,,19,02,178,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-03,TYPE_A,TOWER-1,,19,03,179,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-05,TYPE_A,TOWER-1,,19,05,180,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-06,TYPE_B,TOWER-1,,19,06,181,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-07,TYPE_B,TOWER-1,,19,07,182,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-08,TYPE_A,TOWER-1,,19,08,183,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-09,TYPE_A,TOWER-1,,19,09,184,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-10,TYPE_A,TOWER-1,,19,10,185,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-11,TYPE_A,TOWER-1,,19,11,186,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-12,TYPE_A,TOWER-1,,19,12,187,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-13,TYPE_A,TOWER-1,,19,13,188,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-15,TYPE_A,TOWER-1,,19,15,189,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-16,TYPE_A,TOWER-1,,19,16,190,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-17,TYPE_A,TOWER-1,,19,17,191,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-18,TYPE_A,TOWER-1,,19,18,192,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-19,TYPE_B,TOWER-1,,19,19,193,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-20,TYPE_B,TOWER-1,,19,20,194,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-21,TYPE_A,TOWER-1,,19,21,195,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-22,TYPE_A,TOWER-1,,19,22,196,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-23,TYPE_A,TOWER-1,,19,23,197,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-19-25,TYPE_A,TOWER-1,,19,25,198,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-01,TYPE_A,TOWER-1,,20,01,199,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-02,TYPE_A,TOWER-1,,20,02,200,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-03,TYPE_A,TOWER-1,,20,03,201,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-05,TYPE_A,TOWER-1,,20,05,202,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-06,TYPE_B,TOWER-1,,20,06,203,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-07,TYPE_B,TOWER-1,,20,07,204,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-08,TYPE_A,TOWER-1,,20,08,205,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-09,TYPE_A,TOWER-1,,20,09,206,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-10,TYPE_A,TOWER-1,,20,10,207,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-11,TYPE_A,TOWER-1,,20,11,208,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-12,TYPE_A,TOWER-1,,20,12,209,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-13,TYPE_A,TOWER-1,,20,13,210,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-15,TYPE_A,TOWER-1,,20,15,211,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-16,TYPE_A,TOWER-1,,20,16,212,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-17,TYPE_A,TOWER-1,,20,17,213,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-18,TYPE_A,TOWER-1,,20,18,214,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-19,TYPE_B,TOWER-1,,20,19,215,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-20,TYPE_B,TOWER-1,,20,20,216,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-21,TYPE_A,TOWER-1,,20,21,217,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-22,TYPE_A,TOWER-1,,20,22,218,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-23,TYPE_A,TOWER-1,,20,23,219,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-20-25,TYPE_A,TOWER-1,,20,25,220,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-01,TYPE_A,TOWER-1,,21,01,221,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-02,TYPE_A,TOWER-1,,21,02,222,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-03,TYPE_A,TOWER-1,,21,03,223,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-05,TYPE_A,TOWER-1,,21,05,224,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-06,TYPE_B,TOWER-1,,21,06,225,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-07,TYPE_B,TOWER-1,,21,07,226,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-08,TYPE_A,TOWER-1,,21,08,227,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-09,TYPE_A,TOWER-1,,21,09,228,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-10,TYPE_A,TOWER-1,,21,10,229,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-11,TYPE_A,TOWER-1,,21,11,230,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-12,TYPE_A,TOWER-1,,21,12,231,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-13,TYPE_A,TOWER-1,,21,13,232,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-15,TYPE_A,TOWER-1,,21,15,233,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-16,TYPE_A,TOWER-1,,21,16,234,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-17,TYPE_A,TOWER-1,,21,17,235,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-18,TYPE_A,TOWER-1,,21,18,236,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-19,TYPE_B,TOWER-1,,21,19,237,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-20,TYPE_B,TOWER-1,,21,20,238,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-21,TYPE_A,TOWER-1,,21,21,239,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-22,TYPE_A,TOWER-1,,21,22,240,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-23,TYPE_A,TOWER-1,,21,23,241,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-21-25,TYPE_A,TOWER-1,,21,25,242,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-01,TYPE_A,TOWER-1,,22,01,243,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-02,TYPE_A,TOWER-1,,22,02,244,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-03,TYPE_A,TOWER-1,,22,03,245,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-05,TYPE_A,TOWER-1,,22,05,246,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-06,TYPE_B,TOWER-1,,22,06,247,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-07,TYPE_B,TOWER-1,,22,07,248,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-08,TYPE_A,TOWER-1,,22,08,249,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-09,TYPE_A,TOWER-1,,22,09,250,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-10,TYPE_A,TOWER-1,,22,10,251,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-11,TYPE_A,TOWER-1,,22,11,252,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-12,TYPE_A,TOWER-1,,22,12,253,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-13,TYPE_A,TOWER-1,,22,13,254,646.00,,,,,,,,,,,
